"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"958103222211751937","957824079452614657","1674692719","2018-01-29 22:23:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@anharagr Yap :) ¡Hay quir por un café!.","","","",""
"957823636215300097","957812871081144322","1674692719","2018-01-29 03:52:05 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@anharagr Repasa el Teorema del Valor Medio y ya verás.","","","",""
"957734771404279808","","","2018-01-28 21:58:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Un sitcom del universo expandido de Disney que trate de la vida de Yzma, Cruela y Hades como roomies en un departamento en Manhattan.","","","",""
"957716629609222144","","","2018-01-28 20:46:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @santislav: Tres anuncios afuera de Ayotzinapa, Guerrero.","957716165589127169","195402142","2018-01-28 20:45:02 +0000",""
"957711641461706752","","","2018-01-28 20:27:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","No inventen que ya es 2018 😱","","","",""
"957707427981307904","957325633322995713","920734037341327360","2018-01-28 20:10:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mulack13 FML = Fantastic MeatLoaf","","","",""
"957706896055549953","","","2018-01-28 20:08:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HemeTwiteando: Llega una edad en la que el Omeprazol es la nueva píldora del día siguiente.","957311920696160258","114669393","2018-01-27 17:58:42 +0000",""
"957682476607926272","","","2018-01-28 18:31:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My arguments are booleshit: they either suck or they don’t.","","","",""
"957678777944834048","","","2018-01-28 18:16:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amigues, no anden hablando mal de sus amigos a sus espaldas. Luego los demás nos damos cuenta y ya no sabemos qué andarán diciendo de uno.","","","",""
"957357499040051200","","","2018-01-27 20:59:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Empleado del aeropuerto Charles De Gaulle que inicia sus anuncios por altavoz con un «turururú»: te quiero, no sé por qué.","","","",""
"957302718388989952","","","2018-01-27 17:22:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TrenDeIMame: Niños prodigios bergas https://t.co/ZyZyFdrqud","956974640345296897","4710963012","2018-01-26 19:38:28 +0000","https://twitter.com/TrenDeIMame/status/956974640345296897/photo/1,https://twitter.com/TrenDeIMame/status/956974640345296897/photo/1"
"957302570694868993","","","2018-01-27 17:21:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I [ pancito dulce francés ] you","","","",""
"957232416170618880","957232304652464128","140268187","2018-01-27 12:42:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","(Porque pinche aeropuerto complicado el de CDG)","","","",""
"957232304652464128","","","2018-01-27 12:42:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At Berlin TXL: Das Leben ist wunderschön :)

At Paris CDG: je déteste la vie et la vie me déteste :)","","","",""
"956852835802583042","","","2018-01-26 11:34:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @womensart1: Yemini artist Boushra Almutawakel, What if, 2008 #womensart https://t.co/eCIkaQsO7f","956421625095839745","4823705386","2018-01-25 07:00:59 +0000","https://twitter.com/womensart1/status/956421625095839745/photo/1,https://twitter.com/womensart1/status/956421625095839745/photo/1"
"956706497047736320","","","2018-01-26 01:52:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Llevo diciéndolo años 👇🏽
Creo que es muy buen momento para que ocurra. https://t.co/s0GPn9wTMR","","","","https://twitter.com/juan_mpc/status/197135415495507969"
"956531153019854848","","","2018-01-25 14:16:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jejejeje https://t.co/LzlHCjG7xZ","","","","https://twitter.com/juan_mpc/status/956531153019854848/photo/1"
"955761324549660672","","","2018-01-23 11:17:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pueeede que haya pasado varias horas en una librería en Berlín y pueeeede que haya salido con varios libros nuevos y pueeede que tenga que pagar varios euros de sobrepeso en mi regreso, pueeede.","","","",""
"955137747353784321","955077710459662336","70203986","2018-01-21 17:59:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@GaRicardo 😱 lo tomaré en cuenta 👌🏽","","","",""
"955064873905541122","","","2018-01-21 13:09:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lo bonito de Berlín es que todo mundo baila tan mal que no resalto.","","","",""
"954465696045588481","","","2018-01-19 21:28:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MrRamone: Black Mirror México. https://t.co/WCB0Ps26mZ","954009683437740032","1277022282","2018-01-18 15:16:47 +0000","https://twitter.com/ameeflowers/status/953821255727120384,https://twitter.com/ameeflowers/status/953821255727120384"
"954092735136493568","954083613632614400","117837170","2018-01-18 20:46:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@beredg_ :(","","","",""
"954073650185101312","954070112960700418","109998407","2018-01-18 19:30:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DianaaGo @Angie_AguileraR Separastes mal las sílabas.","","","",""
"954073279375044608","","","2018-01-18 19:29:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tantas opciones gastronómicas y tan poco tiempo (y dinero) para probarlas todas D:","","","",""
"953969194323857411","","","2018-01-18 12:35:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hoy aprecié muchísimo a mi México querido por sus baños de Sanborns.","","","",""
"953968991135035392","953761909530120192","150891203","2018-01-18 12:35:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Roodhh Lo peor es que ni sé ._.","","","",""
"953754253461516288","","","2018-01-17 22:21:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jefftiedrich: Trump: ""Ice is hot. You can cook an egg on an ice cube.""
All rational thinking people: ""WTF???""
Deplorables: ""HA HA TRIGG…","953227877725728768","15735939","2018-01-16 11:30:10 +0000",""
"953744733339299849","","","2018-01-17 21:43:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hasta en París sigo alucinando la alarma sísmica :(","","","",""
"953744620625825792","953706138616332289","78777733","2018-01-17 21:43:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@marianitacb7 (Era una rata)","","","",""
"953368549761994752","","","2018-01-16 20:49:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hoy entré a Nôtre-Dame y:
- Estaban en plena misa, muy bonito. 
- Un niño no quería quitarse los guantes, así que desbloqueó su celular con la nariz.
- Un ratoncito se paseaba por ahí.","","","",""
"953300974550085632","953299656141832192","72995690","2018-01-16 16:20:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Feer_Ochoymedio @mosshjam Es que sí, tienes toda la razón. No lo había visto así.","","","",""
"953300855549251585","953300094077558785","73568901","2018-01-16 16:20:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mosshjam @Feer_Ochoymedio Así todos seríamos nacos, excepto unos pocos.","","","",""
"953299136794845189","953297883255762944","72995690","2018-01-16 16:13:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Feer_Ochoymedio Also, ya me hiciste re evaluar mi uso de esa palabra, no sé si usarla incluso en esos casos.","","","",""
"953298868556455939","953297883255762944","72995690","2018-01-16 16:12:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Feer_Ochoymedio Justo a esa gente me refiero con esa palabra :/ (vi a un francés gritándole cosas muy feas a un inmigrante sirio).","","","",""
"953298360542351360","953297556133634050","5407202","2018-01-16 16:10:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Dollisapi Aprendí por las malas :(","","","",""
"953293678650511360","953293139334324224","235873871","2018-01-16 15:51:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@vamp_akire Chí ._.","","","",""
"953292326239133698","","","2018-01-16 15:46:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amikos, hoy aprendí que los nacos viven también en el extranjero.","","","",""
"953184935833231360","","","2018-01-16 08:39:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","El roomie del hostal me estuvo plátique y plátique y por su culpa perdí el desayuno gratis 🙄","","","",""
"952966193622724610","952788015524597760","65068955","2018-01-15 18:10:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jerdesign Ya sabía que ibas a decir eso 🔮","","","",""
"952757289215082496","","","2018-01-15 04:20:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","No me querían dejar pasar mi bola de cristal en el aeropuerto. Se me ocurrió ofrecerles leer su futuro a cambio, y así ya se pudo. https://t.co/KDEcFRTaQq","","","","https://twitter.com/juan_mpc/status/952757289215082496/photo/1"
"952663155187974144","","","2018-01-14 22:06:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @YisusPride: ""The Shape of Water"". Guillermo del Toro (2017). https://t.co/9oshn0Twlr","951946284990124033","4852075887","2018-01-12 22:37:35 +0000","https://twitter.com/YisusPride/status/951946284990124033/photo/1,https://twitter.com/YisusPride/status/951946284990124033/photo/1"
"952418025591984128","","","2018-01-14 05:52:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Estoy triste porque me crearon expectativas altísimas de Call Me By Your Name y no me encantó, como esperaba. 

Prefiero por mucho el drama y la historia de Closet Monster y de Die Mitte Der Welt.","","","",""
"952288652784275462","951964993196617728","86753315","2018-01-13 21:18:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mario_becerra Sí está, pero te recomiendo que llames porque un mail jamás te lo van a contestar.","","","",""
"952288486790397953","951961542030864384","297488980","2018-01-13 21:17:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@PakoHabichuelas Jajaja yo también subiré la mía, nomás deja que el rector haga su trabajo XD","","","",""
"952218873599791109","","","2018-01-13 16:40:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dormí 12 horas #blessed","","","",""
"951946303130529797","951945388046635009","140268187","2018-01-12 22:37:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ahora no podré postear mi genérica foto del título profesional en redes smh","","","",""
"951945388046635009","","","2018-01-12 22:34:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fui a recoger mi título profesional y (oh, sorpresa) tuve que dejar la hoja de la mención especial porque faltaba la firma del rector.","","","",""
"951540223242104834","","","2018-01-11 19:44:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @edmundozag: Yo: ¿Que serie me recomiendas?
- Pues para como estás, échate una serie pero de abdominales. https://t.co/Mm30YACTBp","951169003988242432","137381437","2018-01-10 19:08:57 +0000","https://twitter.com/edmundozag/status/951169003988242432/photo/1,https://twitter.com/edmundozag/status/951169003988242432/photo/1"
"951539949475651584","","","2018-01-11 19:42:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @laurarosba: yo te lo explico:
-abres la app de Instagram 
-das dos veces a la imagen o una al corazón 
-no pasa nada Ignacio es solo un…","950897252117069824","3129786952","2018-01-10 01:09:06 +0000","https://twitter.com/ignaciopacheko/status/833083916529565698"
"951310814425821186","951305142552416256","71860560","2018-01-11 04:32:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@LaChambon Siempre puedes quejarte vía DM.","","","",""
"951310754740867077","951305142552416256","71860560","2018-01-11 04:32:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@LaChambon :(
Yo necesito que esta mujer pague ya jajaja.","","","",""
"951286828430188544","","","2018-01-11 02:57:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @santislav: Damos por inaugurada la temporada de zoquetes que solo van a tomarse fotos del Nevado de Toluca.","951263967879598080","195402142","2018-01-11 01:26:18 +0000",""
"951179061379981312","951177177013407744","119160536","2018-01-10 19:48:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@DiogenesCFG @AaronSaPa Me caga que no utilicemos el Sistema Internacional de Unidades.","","","",""
"951176761156481024","950955905746718721","100819955","2018-01-10 19:39:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@AaronSaPa ¿Cómo convierto de verguis a chingos?","","","",""
"950946867407413248","","","2018-01-10 04:26:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Wolveritos: https://t.co/m9ejnzB0EF","950423013966667787","570289468","2018-01-08 17:44:39 +0000","https://twitter.com/Wolveritos/status/950423013966667787/photo/1,https://twitter.com/Wolveritos/status/950423013966667787/photo/1,https://twitter.com/Wolveritos/status/950423013966667787/photo/1,https://twitter.com/Wolveritos/status/950423013966667787/photo/1"
"950548161914920961","","","2018-01-09 02:01:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","No soy el único que cuenta los escalones caaada vez que sube cualquier escalera, ¿verdad?","","","",""
"950438186387374081","","","2018-01-08 18:44:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cómo ser yo #13:
1. Hacer una playlist de música clásica intensa.
2. Pretender trabajar escuchando tal lista.
3. No poder concentrarse porque está muy intensa la música.
4. Repetir unos días después.","","","",""
"950433044732764161","950431606497521664","124343178","2018-01-08 18:24:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@almiislas @MaryTere_RA No, menos, como 5,000.","","","",""
"950422095443394561","","","2018-01-08 17:41:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FaOrozco: https://t.co/tq9hAI6zXc","950255402138021888","29905353","2018-01-08 06:38:37 +0000","https://twitter.com/FaOrozco/status/950255402138021888/photo/1,https://twitter.com/FaOrozco/status/950255402138021888/photo/1,https://twitter.com/FaOrozco/status/950255402138021888/photo/1,https://twitter.com/FaOrozco/status/950255402138021888/photo/1"
"949405135066877952","949400836416864256","148494179","2018-01-05 22:19:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@emanuelisay @Galoc257 Es una triste historia de la que no estoy orgulloso y ya les contaré cuando recupere el cel ¯\_(ツ)_/¯","","","",""
"949382606021423104","","","2018-01-05 20:50:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @RealGDT: Cold shapes water- https://t.co/0DOl20b7Wp","949043775455707137","3687721995","2018-01-04 22:24:03 +0000","https://twitter.com/RealGDT/status/949043775455707137/photo/1,https://twitter.com/RealGDT/status/949043775455707137/photo/1"
"949381465824997376","","","2018-01-05 20:45:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DARK es una mezcla entre Stranger Things, Twin Peaks y LOST (y un poquito de Gravity Falls, lol) que no termino de decidir si me gusta o no.","","","",""
"949370072610504705","949366837459980288","148494179","2018-01-05 20:00:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@emanuelisay No tengo celular por el momento, pero el número será el mismo cuando lo recupere. :(","","","",""
"949351891900751872","","","2018-01-05 18:48:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @estleaute: Creí que estaban bromeando, pero no. Sean mamones. https://t.co/VzV2EOIKpv","949302959896190978","76365622","2018-01-05 15:33:57 +0000","https://twitter.com/estleaute/status/949302959896190978/photo/1,https://twitter.com/estleaute/status/949302959896190978/photo/1"
"949351162167414784","","","2018-01-05 18:45:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","¿Se imaginan llorar lágrimas de salsa taquera? Me la viviría triste, la verdat.","","","",""
"949026667548368897","","","2018-01-04 21:16:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Una de mis nuevas películas favoritas, vayan a verla 👌 https://t.co/B9jZmAuN3a","","","","https://twitter.com/CinetecaMexico/status/949022635945578497"
"949009005506113538","","","2018-01-04 20:05:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","git --aiura","","","",""
"948669313552146432","64055500400107521","78777733","2018-01-03 21:36:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@marianitacb7 kepadre","","","",""
"948669221587881984","72591970861719552","78777733","2018-01-03 21:35:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@marianitacb7 aoc","","","",""
"948599615003209728","","","2018-01-03 16:59:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @s1mxne: Black Mirror (2017) https://t.co/F46aFjuN7j","948330005469245440","2657170995","2018-01-02 23:07:47 +0000","https://twitter.com/s1mxne/status/948330005469245440/photo/1,https://twitter.com/s1mxne/status/948330005469245440/photo/1"
"948368827833823234","948340115641954304","71860560","2018-01-03 01:42:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LaChambon Año nuevo, Pau nueva.","","","",""
"948328259556663296","","","2018-01-02 23:00:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BahnAnsagen: Bin nicht ganz sicher, aber ich glaube, die #Bahn möchte, dass man aussteigt. Bitte.
(Dank an @saloppgesagt) #Bahn https:/…","932302701211287552","345501811","2017-11-19 17:40:59 +0000","https://twitter.com/BahnAnsagen/status/932302701211287552/photo/1"
"948324970198917121","","","2018-01-02 22:47:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ya sé que está forzado, pero mi aniversario de examen profesional es el mismo día del cumpleaños de Clara Oswald :3","","","",""
"948300042942730240","","","2018-01-02 21:08:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @PeterNHess: can someone who knows about cybersecurity please help me? https://t.co/ebVGAYya0d","947612630499422214","233392121","2017-12-31 23:37:11 +0000","https://twitter.com/PeterNHess/status/947612630499422214/photo/1,https://twitter.com/PeterNHess/status/947612630499422214/photo/1"
"946795422537752576","","","2017-12-29 17:29:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @javier_raya: In Mexico we don't say ""u fucked up badly"", instead we say ""te la mamaste"", which roughly translates to ""you suck your own…","946432094191996928","14435873","2017-12-28 17:26:09 +0000",""
"946617134813024256","","","2017-12-29 05:41:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I [quesillo] you","","","",""
"946561483860774912","","","2017-12-29 02:00:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Tania_Tagle: De qué color hay que ponerse los calzones para que el 2018 no venga con fraude electoral.","946473554719199232","18392311","2017-12-28 20:10:54 +0000",""
"946561256684769281","","","2017-12-29 01:59:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mi tío patriarca-machista-heteronormado dijo que mi tatuaje está «gacho». La neta esperaba una reacción más radical; me decepcionó.","","","",""
"946392170541604866","","","2017-12-28 14:47:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @year_progress: ▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓ 99%","946304719990947840","3233484298","2017-12-28 09:00:01 +0000",""
"945838239461523456","","","2017-12-27 02:06:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @unhelado: Imagínate que conoces al amor de tu vida, se casan y viven juntos y resulta que solo era un truco para venderte cupcakes","945406302976643072","164743765","2017-12-25 21:30:02 +0000",""
"945821411456643072","","","2017-12-27 00:59:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Luiz: No importa como se hubiera filmado Star Wars si ninguna secuela les ha gustado.

No es fidelidad a la historia lo que buscan sino…","945455101409345536","811565","2017-12-26 00:43:56 +0000",""
"945782644549173248","","","2017-12-26 22:25:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","El tamarindo es mi placer pulposo.","","","",""
"945752895709880320","945750204183076864","333893715","2017-12-26 20:27:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ximepzrz K weno k aklaraz k es xoro jaja salu2.","","","",""
"945705199796043776","","","2017-12-26 17:17:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Me urge leer sobre historia serbia contemporánea. ¿Alguien tiene una buena fuente para eso? 😅","","","",""
"945534245597876224","","","2017-12-26 05:58:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wey, es navidad, no mames. https://t.co/LsjRlkJtNv","","","","https://twitter.com/juan_mpc/status/945534245597876224/photo/1"
"945459703743737857","945442968684650496","63268440","2017-12-26 01:02:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@OscZ094 Estoy igual :’)","","","",""
"945384745520779264","","","2017-12-25 20:04:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Plastificado sea tu nombre.","","","",""
"945348274646548485","","","2017-12-25 17:39:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","¿Así, con S y no con Z, para que arda en las brasas? https://t.co/63wbnBlZkm","","","","https://twitter.com/spridee/status/945192399600578560"
"945196960054697984","","","2017-12-25 07:38:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A ver qué me invento este 2018 para que la gente ya deje de calcularme menos de 20 años.","","","",""
"945187924827672577","","","2017-12-25 07:02:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @quesoylibertad: @JimForonda that is NOT how you receive the eucharist kirby","945009681164103683","50042212","2017-12-24 19:14:00 +0000",""
"944525981049606144","","","2017-12-23 11:11:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ESTOY BIEN PENDEJO","","","",""
"944434919001825281","","","2017-12-23 05:10:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ALVio ALVao ALVimbombá","","","",""
"944055437518868481","","","2017-12-22 04:02:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Es lo más bonito que he visto en 2017 😭 https://t.co/mJMcI90dNX","","","","https://twitter.com/barradasbryan_/status/943982759273517057"
"943937185241108480","","","2017-12-21 20:12:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nueva Colgate Triple Acción ®️: limpia tus dientes, afeita tu barba y humecta tus ojos.","","","",""
"943934462437474305","943930375264456704","5407202","2017-12-21 20:01:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Dollisapi No hemos ido a tantas pedas juntos como para tener base estadística suficiente.","","","",""
"943910090041692161","943909950782427137","140268187","2017-12-21 18:24:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aunque siento que terminaré estafando gente diciendo que les leeré su futuro en lugar de tomando fotos 🤔","","","",""
